Name,Category,Film,Win_Oscar?,Year_Ceremony,Gender,Race or Ethnicity,Sexual orientation,Religion,Age
Anne Revere,ACTRESS IN A SUPPORTING ROLE,The Song of Bernadette,False,1944,Female,White,Straight,Na,40
Lucile Watson,ACTRESS IN A SUPPORTING ROLE,Watch on the Rhine,False,1944,Female,White,Straight,Na,60
Michael Curtiz,DIRECTING,Casablanca,True,1944,Male,White,Straight,Na,50
Ernst Lubitsch,DIRECTING,Heaven Can Wait,False,1944,Male,White,Straight,Na,50
Clarence Brown,DIRECTING,The Human Comedy,False,1944,Male,White,Straight,Na,50
George Stevens,DIRECTING,The More the Merrier,False,1944,Male,White,Straight,Na,30
Henry King,DIRECTING,The Song of Bernadette,False,1944,Male,White,Straight,Na,50
Charles Boyer,ACTOR,Gaslight,False,1945,Male,White,Straight,Roman Catholic,40
Bing Crosby,ACTOR,Going My Way,True,1945,Male,White,Straight,Roman Catholic,40
Barry Fitzgerald,ACTOR,Going My Way,False,1945,Male,White,Na,Protestant,50
Cary Grant,ACTOR,None but the Lonely Heart,False,1945,Male,White,Bisexual,Na,40
Alexander Knox,ACTOR,Wilson,False,1945,Male,White,Straight,Na,30
Hume Cronyn,ACTOR IN A SUPPORTING ROLE,The Seventh Cross,False,1945,Male,White,Straight,Na,30
Barry Fitzgerald,ACTOR IN A SUPPORTING ROLE,Going My Way,True,1945,Male,White,Na,Protestant,50
Claude Rains,ACTOR IN A SUPPORTING ROLE,Mr. Skeffington,False,1945,Male,White,Straight,Na,50
Clifton Webb,ACTOR IN A SUPPORTING ROLE,Laura,False,1945,Male,White,Matter of Dispute,Na,50
Monty Woolley,ACTOR IN A SUPPORTING ROLE,Since You Went Away,False,1945,Male,White,Gay,Na,50
Ingrid Bergman,ACTRESS,Gaslight,True,1945,Female,White,Straight,Na,20
Claudette Colbert,ACTRESS,Since You Went Away,False,1945,Female,White,Straight,Na,40
Bette Davis,ACTRESS,Mr. Skeffington,False,1945,Female,White,Straight,Na,30
Greer Garson,ACTRESS,Mrs. Parkington,False,1945,Female,White,Straight,Na,40
Barbara Stanwyck,ACTRESS,Double Indemnity,False,1945,Female,White,Matter of Dispute,Na,30
Ethel Barrymore,ACTRESS IN A SUPPORTING ROLE,None but the Lonely Heart,True,1945,Female,White,Straight,Roman Catholic,60
Jennifer Jones,ACTRESS IN A SUPPORTING ROLE,Since You Went Away,False,1945,Female,White,Straight,Roman Catholic,20
Angela Lansbury,ACTRESS IN A SUPPORTING ROLE,Gaslight,False,1945,Female,White,Straight,Na,10
Aline MacMahon,ACTRESS IN A SUPPORTING ROLE,Dragon Seed,False,1945,Female,White,Straight,Jewish,40
Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE,Mrs. Parkington,False,1945,Female,White,Matter of Dispute,Presbyterian,40
Billy Wilder,DIRECTING,Double Indemnity,False,1945,Male,White,Straight,Jewish,30
Leo McCarey,DIRECTING,Going My Way,True,1945,Male,White,Straight,Na,40
Otto Preminger,DIRECTING,Laura,False,1945,Male,White,Straight,Jewish,30
Alfred Hitchcock,DIRECTING,Lifeboat,False,1945,Male,White,Straight,Roman Catholic,40
Henry King,DIRECTING,Wilson,False,1945,Male,White,Straight,Na,50
Bing Crosby,ACTOR,The Bells of St. Mary's,False,1946,Male,White,Straight,Roman Catholic,40
Gene Kelly,ACTOR,Anchors Aweigh,False,1946,Male,White,Straight,Roman Catholic,30
Ray Milland,ACTOR,The Lost Weekend,True,1946,Male,White,Straight,Na,30
Gregory Peck,ACTOR,The Keys of the Kingdom,False,1946,Male,White,Straight,Roman Catholic,20
Cornel Wilde,ACTOR,A Song to Remember,False,1946,Male,White,Straight,Na,30
Michael Chekhov,ACTOR IN A SUPPORTING ROLE,Spellbound,False,1946,Male,White,Straight,Na,50
John Dall,ACTOR IN A SUPPORTING ROLE,The Corn Is Green,False,1946,Male,White,Na,Na,20
James Dunn,ACTOR IN A SUPPORTING ROLE,A Tree Grows in Brooklyn,True,1946,Male,White,Straight,Na,40
Robert Mitchum,ACTOR IN A SUPPORTING ROLE,G. I. Joe,False,1946,Male,White,Straight,Na,20
J. Carrol Naish,ACTOR IN A SUPPORTING ROLE,A Medal for Benny,False,1946,Male,White,Straight,Na,50
Ingrid Bergman,ACTRESS,The Bells of St. Mary's,False,1946,Female,White,Straight,Na,30
Joan Crawford,ACTRESS,Mildred Pierce,True,1946,Female,White,Bisexual,Christian Science,40
Greer Garson,ACTRESS,The Valley of Decision,False,1946,Female,White,Straight,Na,40
Jennifer Jones,ACTRESS,Love Letters,False,1946,Female,White,Straight,Roman Catholic,20
Gene Tierney,ACTRESS,Leave Her to Heaven,False,1946,Female,White,Straight,Na,20
Eve Arden,ACTRESS IN A SUPPORTING ROLE,Mildred Pierce,False,1946,Female,White,Straight,Na,30
Ann Blyth,ACTRESS IN A SUPPORTING ROLE,Mildred Pierce,False,1946,Female,White,Straight,Roman Catholic,10
Angela Lansbury,ACTRESS IN A SUPPORTING ROLE,The Picture of Dorian Gray,False,1946,Female,White,Straight,Na,20
Joan Lorring,ACTRESS IN A SUPPORTING ROLE,The Corn Is Green,False,1946,Female,White,Straight,Na,10
Anne Revere,ACTRESS IN A SUPPORTING ROLE,National Velvet,True,1946,Female,White,Straight,Na,40
Leo McCarey,DIRECTING,The Bells of St. Mary's,False,1946,Male,White,Straight,Na,40
Billy Wilder,DIRECTING,The Lost Weekend,True,1946,Male,White,Straight,Jewish,30
Clarence Brown,DIRECTING,National Velvet,False,1946,Male,White,Straight,Na,50
Jean Renoir,DIRECTING,The Southerner,False,1946,Male,White,Straight,Na,50
Alfred Hitchcock,DIRECTING,Spellbound,False,1946,Male,White,Straight,Roman Catholic,40
Fredric March,ACTOR,The Best Years of Our Lives,True,1947,Male,White,Straight,Na,40
Laurence Olivier,ACTOR,Henry V,False,1947,Male,White,Bisexual,Na,30
Larry Parks,ACTOR,The Jolson Story,False,1947,Male,White,Straight,Na,30
Gregory Peck,ACTOR,The Yearling,False,1947,Male,White,Straight,Roman Catholic,30
Jimmy Stewart,ACTOR,It's a Wonderful Life,False,1947,Male,White,Straight,Presbyterian,30
Charles Coburn,ACTOR IN A SUPPORTING ROLE,The Green Years,False,1947,Male,White,Straight,Na,60
William Demarest,ACTOR IN A SUPPORTING ROLE,The Jolson Story,False,1947,Male,White,Straight,Na,50
Claude Rains,ACTOR IN A SUPPORTING ROLE,Notorious,False,1947,Male,White,Straight,Na,50
Harold Russell,ACTOR IN A SUPPORTING ROLE,The Best Years of Our Lives,True,1947,Male,White,Straight,Na,30
Clifton Webb,ACTOR IN A SUPPORTING ROLE,The Razor's Edge,False,1947,Male,White,Matter of Dispute,Na,50
Olivia de Havilland,ACTRESS,To Each His Own,True,1947,Female,White,Straight,Na,30
Celia Johnson,ACTRESS,Brief Encounter,False,1947,Female,White,Straight,Na,30
Jennifer Jones,ACTRESS,Duel in the Sun,False,1947,Female,White,Straight,Roman Catholic,20
Rosalind Russell,ACTRESS,Sister Kenny,False,1947,Female,White,Straight,Roman Catholic,30
Jane Wyman,ACTRESS,The Yearling,False,1947,Female,White,Straight,Roman Catholic,30
Ethel Barrymore,ACTRESS IN A SUPPORTING ROLE,The Spiral Staircase,False,1947,Female,White,Straight,Roman Catholic,60
Anne Baxter,ACTRESS IN A SUPPORTING ROLE,The Razor's Edge,True,1947,Female,White,Straight,Na,20
Lillian Gish,ACTRESS IN A SUPPORTING ROLE,Duel in the Sun,False,1947,Female,White,Straight,Anglican/Episcopalian,50
Flora Robson,ACTRESS IN A SUPPORTING ROLE,Saratoga Trunk,False,1947,Female,White,Na,Na,40
Gale Sondergaard,ACTRESS IN A SUPPORTING ROLE,Anna and the King of Siam,False,1947,Female,White,Straight,Na,40
William Wyler,DIRECTING,The Best Years of Our Lives,True,1947,Male,White,Straight,Na,40
David Lean,DIRECTING,Brief Encounter,False,1947,Male,White,Straight,Na,30
Frank Capra,DIRECTING,It's a Wonderful Life,False,1947,Male,White,Straight,Roman Catholic,40
Robert Siodmak,DIRECTING,The Killers,False,1947,Male,White,Straight,Jewish,40
Clarence Brown,DIRECTING,The Yearling,False,1947,Male,White,Straight,Na,50
Ronald Colman,ACTOR,A Double Life,True,1948,Male,White,Straight,Na,50
John Garfield,ACTOR,Body and Soul,False,1948,Male,White,Straight,Jewish,30
Gregory Peck,ACTOR,Gentleman's Agreement,False,1948,Male,White,Straight,Roman Catholic,30
William Powell,ACTOR,Life with Father,False,1948,Male,White,Straight,Na,50
Michael Redgrave,ACTOR,Mourning Becomes Electra,False,1948,Male,White,Bisexual,Na,30
Charles Bickford,ACTOR IN A SUPPORTING ROLE,The Farmer's Daughter,False,1948,Male,White,Straight,Na,50
Thomas Gomez,ACTOR IN A SUPPORTING ROLE,Ride the Pink Horse,False,1948,Male,White,Na,Na,40
Edmund Gwenn,ACTOR IN A SUPPORTING ROLE,Miracle on 34th Street,True,1948,Male,White,Na,Na,70
Robert Ryan,ACTOR IN A SUPPORTING ROLE,Crossfire,False,1948,Male,White,Straight,Roman Catholic,30
Richard Widmark,ACTOR IN A SUPPORTING ROLE,Kiss of Death,False,1948,Male,White,Straight,Na,30
Joan Crawford,ACTRESS,Possessed,False,1948,Female,White,Bisexual,Christian Science,40
Susan Hayward,ACTRESS,Smash-Up--The Story of a Woman,False,1948,Female,White,Straight,Roman Catholic,20
Dorothy McGuire,ACTRESS,Gentleman's Agreement,False,1948,Female,White,Straight,Na,30
Rosalind Russell,ACTRESS,Mourning Becomes Electra,False,1948,Female,White,Straight,Roman Catholic,40
Loretta Young,ACTRESS,The Farmer's Daughter,True,1948,Female,White,Straight,Roman Catholic,30
Ethel Barrymore,ACTRESS IN A SUPPORTING ROLE,The Paradine Case,False,1948,Female,White,Straight,Roman Catholic,60
Gloria Grahame,ACTRESS IN A SUPPORTING ROLE,Crossfire,False,1948,Female,White,Straight,Na,20
Celeste Holm,ACTRESS IN A SUPPORTING ROLE,Gentleman's Agreement,True,1948,Female,White,Straight,Na,30
Marjorie Main,ACTRESS IN A SUPPORTING ROLE,The Egg and I,False,1948,Female,White,Bisexual,Na,50
Anne Revere,ACTRESS IN A SUPPORTING ROLE,Gentleman's Agreement,False,1948,Female,White,Straight,Na,40
Henry Koster,DIRECTING,The Bishop's Wife,False,1948,Male,White,Straight,Jewish,40
Edward Dmytryk,DIRECTING,Crossfire,False,1948,Male,White,Straight,Na,30
George Cukor,DIRECTING,A Double Life,False,1948,Male,White,Gay,Na,40
Elia Kazan,DIRECTING,Gentleman's Agreement,True,1948,Male,White,Straight,Na,30
David Lean,DIRECTING,Great Expectations,False,1948,Male,White,Straight,Na,30
Lew Ayres,ACTOR,Johnny Belinda,False,1949,Male,White,Straight,Na,40
Montgomery Clift,ACTOR,The Search,False,1949,Male,White,Gay,Na,20
Dan Dailey,ACTOR,When My Baby Smiles at Me,False,1949,Male,White,Straight,Na,30
Laurence Olivier,ACTOR,Hamlet,True,1949,Male,White,Bisexual,Na,40
Clifton Webb,ACTOR,Sitting Pretty,False,1949,Male,White,Matter of Dispute,Na,50
Charles Bickford,ACTOR IN A SUPPORTING ROLE,Johnny Belinda,False,1949,Male,White,Straight,Na,50
Jose Ferrer,ACTOR IN A SUPPORTING ROLE,Joan of Arc,False,1949,Male,Hispanic,Straight,Na,40
Oscar Homolka,ACTOR IN A SUPPORTING ROLE,I Remember Mama,False,1949,Male,White,Straight,Jewish,50
Walter Huston,ACTOR IN A SUPPORTING ROLE,The Treasure of the Sierra Madre,True,1949,Male,White,Straight,Na,60
Cecil Kellaway,ACTOR IN A SUPPORTING ROLE,The Luck of the Irish,False,1949,Male,White,Straight,Na,50
Ingrid Bergman,ACTRESS,Joan of Arc,False,1949,Female,White,Straight,Na,30
Olivia de Havilland,ACTRESS,The Snake Pit,False,1949,Female,White,Straight,Na,30
Irene Dunne,ACTRESS,I Remember Mama,False,1949,Female,White,Straight,Na,50
Barbara Stanwyck,ACTRESS,"Sorry, Wrong Number",False,1949,Female,White,Matter of Dispute,Na,40
Jane Wyman,ACTRESS,Johnny Belinda,True,1949,Female,White,Straight,Roman Catholic,30
Barbara Bel Geddes,ACTRESS IN A SUPPORTING ROLE,I Remember Mama,False,1949,Female,White,Straight,Na,20
Ellen Corby,ACTRESS IN A SUPPORTING ROLE,I Remember Mama,False,1949,Female,White,Straight,Na,30
Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE,Johnny Belinda,False,1949,Female,White,Matter of Dispute,Presbyterian,40
Jean Simmons,ACTRESS IN A SUPPORTING ROLE,Hamlet,False,1949,Female,White,Straight,Na,20
Claire Trevor,ACTRESS IN A SUPPORTING ROLE,Key Largo,True,1949,Female,White,Straight,Na,30
Laurence Olivier,DIRECTING,Hamlet,False,1949,Male,White,Bisexual,Na,40
Jean Negulesco,DIRECTING,Johnny Belinda,False,1949,Male,White,Straight,Na,40
Fred Zinnemann,DIRECTING,The Search,False,1949,Male,White,Straight,Jewish,40
Anatole Litvak,DIRECTING,The Snake Pit,False,1949,Male,White,Straight,Jewish,40
John Huston,DIRECTING,The Treasure of the Sierra Madre,True,1949,Male,White,Straight,Agnostic,40
Broderick Crawford,ACTOR,All the King's Men,True,1950,Male,White,Straight,Na,30
Kirk Douglas,ACTOR,Champion,False,1950,Male,White,Straight,Jewish,30
Gregory Peck,ACTOR,Twelve O'Clock High,False,1950,Male,White,Straight,Roman Catholic,30
Richard Todd,ACTOR,The Hasty Heart,False,1950,Male,White,Straight,Na,30
John Wayne,ACTOR,Sands of Iwo Jima,False,1950,Male,White,Straight,Roman Catholic,40
John Ireland,ACTOR IN A SUPPORTING ROLE,All the King's Men,False,1950,Male,White,Straight,Na,30
Dean Jagger,ACTOR IN A SUPPORTING ROLE,Twelve O'Clock High,True,1950,Male,White,Straight,Na,40
Arthur Kennedy,ACTOR IN A SUPPORTING ROLE,Champion,False,1950,Male,White,Straight,Na,30
Ralph Richardson,ACTOR IN A SUPPORTING ROLE,The Heiress,False,1950,Male,White,Straight,Roman Catholic,40
James Whitmore,ACTOR IN A SUPPORTING ROLE,Battleground,False,1950,Male,White,Straight,Na,20
Jeanne Crain,ACTRESS,Pinky,False,1950,Female,White,Straight,Roman Catholic,20
Olivia de Havilland,ACTRESS,The Heiress,True,1950,Female,White,Straight,Na,30
Susan Hayward,ACTRESS,My Foolish Heart,False,1950,Female,White,Straight,Roman Catholic,30
Deborah Kerr,ACTRESS,"Edward, My Son",False,1950,Female,White,Straight,Na,20
Loretta Young,ACTRESS,Come to the Stable,False,1950,Female,White,Straight,Roman Catholic,30
Ethel Barrymore,ACTRESS IN A SUPPORTING ROLE,Pinky,False,1950,Female,White,Straight,Roman Catholic,70
Celeste Holm,ACTRESS IN A SUPPORTING ROLE,Come to the Stable,False,1950,Female,White,Straight,Na,30
Elsa Lanchester,ACTRESS IN A SUPPORTING ROLE,Come to the Stable,False,1950,Female,White,Straight,Atheist,40
Mercedes McCambridge,ACTRESS IN A SUPPORTING ROLE,All the King's Men,True,1950,Female,White,Straight,Roman Catholic,30
Ethel Waters,ACTRESS IN A SUPPORTING ROLE,Pinky,False,1950,Female,Black,Bisexual,Methodist,50
Robert Rossen,DIRECTING,All the King's Men,False,1950,Male,White,Straight,Jewish,40
William A. Wellman,DIRECTING,Battleground,False,1950,Male,White,Straight,Na,50
Carol Reed,DIRECTING,The Fallen Idol,False,1950,Male,White,Straight,Na,40
William Wyler,DIRECTING,The Heiress,False,1950,Male,White,Straight,Na,40
Joseph L. Mankiewicz,DIRECTING,A Letter to Three Wives,True,1950,Male,White,Straight,Jewish,40
Louis Calhern,ACTOR,The Magnificent Yankee,False,1951,Male,White,Straight,Na,50
Jose Ferrer,ACTOR,Cyrano de Bergerac,True,1951,Male,Hispanic,Straight,Na,40
William Holden,ACTOR,Sunset Blvd.,False,1951,Male,White,Straight,Na,30
Jimmy Stewart,ACTOR,Harvey,False,1951,Male,White,Straight,Presbyterian,40
Spencer Tracy,ACTOR,Father of the Bride,False,1951,Male,White,Straight,Roman Catholic,50
Jeff Chandler,ACTOR IN A SUPPORTING ROLE,Broken Arrow,False,1951,Male,White,Straight,Jewish,30
Edmund Gwenn,ACTOR IN A SUPPORTING ROLE,Mister 880,False,1951,Male,White,Na,Na,70
Sam Jaffe,ACTOR IN A SUPPORTING ROLE,The Asphalt Jungle,False,1951,Male,White,Straight,Jewish,50
George Sanders,ACTOR IN A SUPPORTING ROLE,All about Eve,True,1951,Male,White,Straight,Na,40
Erich von Stroheim,ACTOR IN A SUPPORTING ROLE,Sunset Blvd.,False,1951,Male,White,Straight,Na,60
Anne Baxter,ACTRESS,All about Eve,False,1951,Female,White,Straight,Na,20
Bette Davis,ACTRESS,All about Eve,False,1951,Female,White,Straight,Na,40
Judy Holliday,ACTRESS,Born Yesterday,True,1951,Female,White,Straight,Na,20
Eleanor Parker,ACTRESS,Caged,False,1951,Female,White,Straight,Na,20
Gloria Swanson,ACTRESS,Sunset Blvd.,False,1951,Female,White,Straight,Na,50
Hope Emerson,ACTRESS IN A SUPPORTING ROLE,Caged,False,1951,Female,White,Na,Na,50
Celeste Holm,ACTRESS IN A SUPPORTING ROLE,All about Eve,False,1951,Female,White,Straight,Na,30
Josephine Hull,ACTRESS IN A SUPPORTING ROLE,Harvey,True,1951,Female,White,Straight,Na,60
Nancy Olson,ACTRESS IN A SUPPORTING ROLE,Sunset Blvd.,False,1951,Female,White,Straight,Na,20
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,All about Eve,False,1951,Female,White,Straight,Na,40
Joseph L. Mankiewicz,DIRECTING,All about Eve,True,1951,Male,White,Straight,Jewish,40
John Huston,DIRECTING,The Asphalt Jungle,False,1951,Male,White,Straight,Agnostic,40
George Cukor,DIRECTING,Born Yesterday,False,1951,Male,White,Gay,Na,50
Billy Wilder,DIRECTING,Sunset Blvd.,False,1951,Male,White,Straight,Jewish,40
Carol Reed,DIRECTING,The Third Man,False,1951,Male,White,Straight,Na,40
Humphrey Bogart,ACTOR,The African Queen,True,1952,Male,White,Straight,Na,50
Marlon Brando,ACTOR,A Streetcar Named Desire,False,1952,Male,White,Bisexual,Deist,20
Montgomery Clift,ACTOR,A Place in the Sun,False,1952,Male,White,Gay,Na,30
Arthur Kennedy,ACTOR,Bright Victory,False,1952,Male,White,Straight,Na,30
Fredric March,ACTOR,Death of a Salesman,False,1952,Male,White,Straight,Na,50
Leo Genn,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False,1952,Male,White,Straight,Na,40
Kevin McCarthy,ACTOR IN A SUPPORTING ROLE,Death of a Salesman,False,1952,Male,White,Straight,Na,30
Karl Malden,ACTOR IN A SUPPORTING ROLE,A Streetcar Named Desire,True,1952,Male,White,Straight,Na,30
Peter Ustinov,ACTOR IN A SUPPORTING ROLE,Quo Vadis,False,1952,Male,White,Straight,Na,30
Gig Young,ACTOR IN A SUPPORTING ROLE,Come Fill the Cup,False,1952,Male,White,Straight,Na,30
Katharine Hepburn,ACTRESS,The African Queen,False,1952,Female,White,Bisexual,Atheist,40
Vivien Leigh,ACTRESS,A Streetcar Named Desire,True,1952,Female,White,Straight,Roman Catholic,30
Eleanor Parker,ACTRESS,Detective Story,False,1952,Female,White,Straight,Na,20
Shelley Winters,ACTRESS,A Place in the Sun,False,1952,Female,White,Straight,Jewish,30
Jane Wyman,ACTRESS,The Blue Veil,False,1952,Female,White,Straight,Roman Catholic,30
Joan Blondell,ACTRESS IN A SUPPORTING ROLE,The Blue Veil,False,1952,Female,White,Straight,Na,40
Mildred Dunnock,ACTRESS IN A SUPPORTING ROLE,Death of a Salesman,False,1952,Female,White,Straight,Na,50
Lee Grant,ACTRESS IN A SUPPORTING ROLE,Detective Story,False,1952,Female,White,Straight,Jewish,20
Kim Hunter,ACTRESS IN A SUPPORTING ROLE,A Streetcar Named Desire,True,1952,Female,White,Straight,Na,20
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,The Mating Season,False,1952,Female,White,Straight,Na,40
John Huston,DIRECTING,The African Queen,False,1952,Male,White,Straight,Agnostic,40
Vincente Minnelli,DIRECTING,An American in Paris,False,1952,Male,White,Bisexual,Na,40
William Wyler,DIRECTING,Detective Story,False,1952,Male,White,Straight,Na,40
George Stevens,DIRECTING,A Place in the Sun,True,1952,Male,White,Straight,Na,40
Elia Kazan,DIRECTING,A Streetcar Named Desire,False,1952,Male,White,Straight,Na,40
Marlon Brando,ACTOR,Viva Zapata!,False,1953,Male,White,Bisexual,Deist,20
Gary Cooper,ACTOR,High Noon,True,1953,Male,White,Straight,Roman Catholic,50
Kirk Douglas,ACTOR,The Bad and the Beautiful,False,1953,Male,White,Straight,Jewish,30
Jose Ferrer,ACTOR,Moulin Rouge,False,1953,Male,Hispanic,Straight,Na,40
Alec Guinness,ACTOR,The Lavender Hill Mob,False,1953,Male,White,Bisexual,Roman Catholic,30
Richard Burton,ACTOR IN A SUPPORTING ROLE,My Cousin Rachel,False,1953,Male,White,Bisexual,Presbyterian,20
Arthur Hunnicutt,ACTOR IN A SUPPORTING ROLE,The Big Sky,False,1953,Male,White,Na,Na,40
Victor McLaglen,ACTOR IN A SUPPORTING ROLE,The Quiet Man,False,1953,Male,White,Straight,Anglican/Episcopalian,60
Jack Palance,ACTOR IN A SUPPORTING ROLE,Sudden Fear,False,1953,Male,White,Straight,Na,30
Anthony Quinn,ACTOR IN A SUPPORTING ROLE,Viva Zapata!,True,1953,Male,Hispanic,Straight,Na,30
Shirley Booth,ACTRESS,"Come Back, Little Sheba",True,1953,Female,White,Straight,Na,50
Joan Crawford,ACTRESS,Sudden Fear,False,1953,Female,White,Bisexual,Christian Science,40
Bette Davis,ACTRESS,The Star,False,1953,Female,White,Straight,Na,40
Julie Harris,ACTRESS,The Member of the Wedding,False,1953,Female,White,Straight,Na,20
Susan Hayward,ACTRESS,With a Song in My Heart,False,1953,Female,White,Straight,Roman Catholic,30
Gloria Grahame,ACTRESS IN A SUPPORTING ROLE,The Bad and the Beautiful,True,1953,Female,White,Straight,Na,20
Jean Hagen,ACTRESS IN A SUPPORTING ROLE,Singin' in the Rain,False,1953,Female,White,Straight,Na,20
Colette Marchand,ACTRESS IN A SUPPORTING ROLE,Moulin Rouge,False,1953,Female,White,Na,Na,20
Terry Moore,ACTRESS IN A SUPPORTING ROLE,"Come Back, Little Sheba",False,1953,Female,White,Straight,Na,20
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,With a Song in My Heart,False,1953,Female,White,Straight,Na,40
Joseph L. Mankiewicz,DIRECTING,Five Fingers,False,1953,Male,White,Straight,Jewish,40
Cecil B. DeMille,DIRECTING,The Greatest Show on Earth,False,1953,Male,White,Straight,Anglican/Episcopalian,70
Fred Zinnemann,DIRECTING,High Noon,False,1953,Male,White,Straight,Jewish,40
John Huston,DIRECTING,Moulin Rouge,False,1953,Male,White,Straight,Agnostic,40
John Ford,DIRECTING,The Quiet Man,True,1953,Male,White,Bisexual,Roman Catholic,50
Marlon Brando,ACTOR,Julius Caesar,False,1954,Male,White,Bisexual,Deist,20
