Name,Category,Film,Win_Oscar?,Year_Ceremony,Gender,Race or Ethnicity,Sexual orientation,Religion,Age
Natalie Wood,ACTRESS IN A SUPPORTING ROLE,Rebel without a Cause,False,1956,Female,White,Straight,Russian Orthodox,10
John Sturges,DIRECTING,Bad Day at Black Rock,False,1956,Male,White,Straight,Na,40
Elia Kazan,DIRECTING,East of Eden,False,1956,Male,White,Straight,Na,40
Delbert Mann,DIRECTING,Marty,True,1956,Male,White,Straight,Presbyterian,30
Joshua Logan,DIRECTING,Picnic,False,1956,Male,White,Straight,Na,40
David Lean,DIRECTING,Summertime,False,1956,Male,White,Straight,Na,40
Yul Brynner,ACTOR,The King and I,True,1957,Male,White,Straight,Na,30
James Dean,ACTOR,Giant,False,1957,Male,White,Bisexual,Na,20
Kirk Douglas,ACTOR,Lust for Life,False,1957,Male,White,Straight,Jewish,40
Rock Hudson,ACTOR,Giant,False,1957,Male,White,Gay,Na,30
Sir Laurence Olivier,ACTOR,Richard III,False,1957,Male,White,Bisexual,Na,40
Don Murray,ACTOR IN A SUPPORTING ROLE,Bus Stop,False,1957,Male,White,Straight,Na,20
Anthony Perkins,ACTOR IN A SUPPORTING ROLE,Friendly Persuasion,False,1957,Male,White,Bisexual,Na,20
Anthony Quinn,ACTOR IN A SUPPORTING ROLE,Lust for Life,True,1957,Male,Hispanic,Straight,Na,40
Mickey Rooney,ACTOR IN A SUPPORTING ROLE,The Bold and the Brave,False,1957,Male,White,Straight,Born-Again Christian,30
Robert Stack,ACTOR IN A SUPPORTING ROLE,Written on the Wind,False,1957,Male,White,Straight,Na,30
Carroll Baker,ACTRESS,Baby Doll,False,1957,Female,White,Straight,Jewish,20
Ingrid Bergman,ACTRESS,Anastasia,True,1957,Female,White,Straight,Na,40
Katharine Hepburn,ACTRESS,The Rainmaker,False,1957,Female,White,Bisexual,Atheist,40
Nancy Kelly,ACTRESS,The Bad Seed,False,1957,Female,White,Straight,Na,30
Deborah Kerr,ACTRESS,The King and I,False,1957,Female,White,Straight,Na,30
Mildred Dunnock,ACTRESS IN A SUPPORTING ROLE,Baby Doll,False,1957,Female,White,Straight,Na,50
Eileen Heckart,ACTRESS IN A SUPPORTING ROLE,The Bad Seed,False,1957,Female,White,Straight,Na,30
Mercedes McCambridge,ACTRESS IN A SUPPORTING ROLE,Giant,False,1957,Female,White,Straight,Roman Catholic,40
Patty McCormack,ACTRESS IN A SUPPORTING ROLE,The Bad Seed,False,1957,Female,White,Straight,Na,10
Dorothy Malone,ACTRESS IN A SUPPORTING ROLE,Written on the Wind,True,1957,Female,White,Straight,Na,30
Michael Anderson,DIRECTING,Around the World in 80 Days,False,1957,Male,White,Straight,Na,30
William Wyler,DIRECTING,Friendly Persuasion,False,1957,Male,White,Straight,Na,50
George Stevens,DIRECTING,Giant,True,1957,Male,White,Straight,Na,50
Walter Lang,DIRECTING,The King and I,False,1957,Male,White,Straight,Na,60
King Vidor,DIRECTING,War and Peace,False,1957,Male,White,Straight,Na,60
Marlon Brando,ACTOR,Sayonara,False,1958,Male,White,Bisexual,Deist,30
Anthony Franciosa,ACTOR,A Hatful of Rain,False,1958,Male,White,Straight,Na,20
Alec Guinness,ACTOR,The Bridge on the River Kwai,True,1958,Male,White,Bisexual,Roman Catholic,40
Charles Laughton,ACTOR,Witness for the Prosecution,False,1958,Male,White,Gay,Roman Catholic,50
Anthony Quinn,ACTOR,Wild Is the Wind,False,1958,Male,Hispanic,Straight,Na,40
Red Buttons,ACTOR IN A SUPPORTING ROLE,Sayonara,True,1958,Male,White,Straight,Jewish,30
Vittorio De Sica,ACTOR IN A SUPPORTING ROLE,A Farewell to Arms,False,1958,Male,White,Straight,Roman Catholic,50
Sessue Hayakawa,ACTOR IN A SUPPORTING ROLE,The Bridge on the River Kwai,False,1958,Male,Asian,Straight,Buddhist,60
Arthur Kennedy,ACTOR IN A SUPPORTING ROLE,Peyton Place,False,1958,Male,White,Straight,Na,40
Russ Tamblyn,ACTOR IN A SUPPORTING ROLE,Peyton Place,False,1958,Male,White,Straight,Na,20
Deborah Kerr,ACTRESS,"Heaven Knows, Mr. Allison",False,1958,Female,White,Straight,Na,30
Anna Magnani,ACTRESS,Wild Is the Wind,False,1958,Female,White,Straight,Na,40
Elizabeth Taylor,ACTRESS,Raintree County,False,1958,Female,White,Straight,Jewish,20
Lana Turner,ACTRESS,Peyton Place,False,1958,Female,White,Straight,Na,30
Joanne Woodward,ACTRESS,The Three Faces of Eve,True,1958,Female,White,Straight,Na,20
Carolyn Jones,ACTRESS IN A SUPPORTING ROLE,The Bachelor Party,False,1958,Female,White,Straight,Na,20
Elsa Lanchester,ACTRESS IN A SUPPORTING ROLE,Witness for the Prosecution,False,1958,Female,White,Straight,Atheist,50
Hope Lange,ACTRESS IN A SUPPORTING ROLE,Peyton Place,False,1958,Female,White,Straight,Na,20
Miyoshi Umeki,ACTRESS IN A SUPPORTING ROLE,Sayonara,True,1958,Female,Asian,Straight,Na,20
Diane Varsi,ACTRESS IN A SUPPORTING ROLE,Peyton Place,False,1958,Female,White,Straight,Na,20
David Lean,DIRECTING,The Bridge on the River Kwai,True,1958,Male,White,Straight,Na,40
Mark Robson,DIRECTING,Peyton Place,False,1958,Male,White,Na,Na,40
Joshua Logan,DIRECTING,Sayonara,False,1958,Male,White,Straight,Na,40
Sidney Lumet,DIRECTING,12 Angry Men,False,1958,Male,White,Straight,Jewish,30
Billy Wilder,DIRECTING,Witness for the Prosecution,False,1958,Male,White,Straight,Jewish,50
Tony Curtis,ACTOR,The Defiant Ones,False,1959,Male,White,Bisexual,Jewish,30
Paul Newman,ACTOR,Cat on a Hot Tin Roof,False,1959,Male,White,Straight,Jewish,30
David Niven,ACTOR,Separate Tables,True,1959,Male,White,Straight,Na,40
Sidney Poitier,ACTOR,The Defiant Ones,False,1959,Male,Black,Straight,Deist,30
Spencer Tracy,ACTOR,The Old Man and the Sea,False,1959,Male,White,Straight,Roman Catholic,50
Theodore Bikel,ACTOR IN A SUPPORTING ROLE,The Defiant Ones,False,1959,Male,White,Straight,Jewish,30
Lee J. Cobb,ACTOR IN A SUPPORTING ROLE,The Brothers Karamazov,False,1959,Male,White,Straight,Na,40
Burl Ives,ACTOR IN A SUPPORTING ROLE,The Big Country,True,1959,Male,White,Straight,Na,40
Arthur Kennedy,ACTOR IN A SUPPORTING ROLE,Some Came Running,False,1959,Male,White,Straight,Na,40
Gig Young,ACTOR IN A SUPPORTING ROLE,Teacher's Pet,False,1959,Male,White,Straight,Na,40
Susan Hayward,ACTRESS,I Want to Live!,True,1959,Female,White,Straight,Roman Catholic,40
Deborah Kerr,ACTRESS,Separate Tables,False,1959,Female,White,Straight,Na,30
Shirley MacLaine,ACTRESS,Some Came Running,False,1959,Female,White,Straight,Baptist,20
Rosalind Russell,ACTRESS,Auntie Mame,False,1959,Female,White,Straight,Roman Catholic,50
Elizabeth Taylor,ACTRESS,Cat on a Hot Tin Roof,False,1959,Female,White,Straight,Jewish,20
Peggy Cass,ACTRESS IN A SUPPORTING ROLE,Auntie Mame,False,1959,Female,White,Straight,Na,30
Wendy Hiller,ACTRESS IN A SUPPORTING ROLE,Separate Tables,True,1959,Female,White,Straight,Na,40
Martha Hyer,ACTRESS IN A SUPPORTING ROLE,Some Came Running,False,1959,Female,White,Straight,Na,30
Maureen Stapleton,ACTRESS IN A SUPPORTING ROLE,Lonelyhearts,False,1959,Female,White,Straight,Roman Catholic,30
Cara Williams,ACTRESS IN A SUPPORTING ROLE,The Defiant Ones,False,1959,Female,White,Straight,Na,30
Richard Brooks,DIRECTING,Cat on a Hot Tin Roof,False,1959,Male,White,Straight,Jewish,40
Stanley Kramer,DIRECTING,The Defiant Ones,False,1959,Male,White,Straight,Jewish,40
Vincente Minnelli,DIRECTING,Gigi,True,1959,Male,White,Bisexual,Na,50
Robert Wise,DIRECTING,I Want to Live!,False,1959,Male,White,Straight,Na,40
Mark Robson,DIRECTING,The Inn of the Sixth Happiness,False,1959,Male,White,Na,Na,40
Laurence Harvey,ACTOR,Room at the Top,False,1960,Male,White,Straight,Na,30
Charlton Heston,ACTOR,Ben-Hur,True,1960,Male,White,Straight,Protestant,30
Jack Lemmon,ACTOR,Some Like It Hot,False,1960,Male,White,Straight,Roman Catholic,30
Paul Muni,ACTOR,The Last Angry Man,False,1960,Male,White,Straight,Jewish,60
Jimmy Stewart,ACTOR,Anatomy of a Murder,False,1960,Male,White,Straight,Presbyterian,50
Hugh Griffith,ACTOR IN A SUPPORTING ROLE,Ben-Hur,True,1960,Male,White,Na,Na,40
Arthur O'Connell,ACTOR IN A SUPPORTING ROLE,Anatomy of a Murder,False,1960,Male,White,Straight,Na,50
George C. Scott,ACTOR IN A SUPPORTING ROLE,Anatomy of a Murder,False,1960,Male,White,Straight,Na,30
Robert Vaughn,ACTOR IN A SUPPORTING ROLE,The Young Philadelphians,False,1960,Male,White,Straight,Roman Catholic,20
Ed Wynn,ACTOR IN A SUPPORTING ROLE,The Diary of Anne Frank,False,1960,Male,White,Straight,Na,70
Doris Day,ACTRESS,Pillow Talk,False,1960,Female,White,Straight,Christian Science,30
Audrey Hepburn,ACTRESS,The Nun's Story,False,1960,Female,White,Straight,Christian Science,30
Katharine Hepburn,ACTRESS,"Suddenly, Last Summer",False,1960,Female,White,Bisexual,Atheist,50
Simone Signoret,ACTRESS,Room at the Top,True,1960,Female,White,Straight,Na,30
Elizabeth Taylor,ACTRESS,"Suddenly, Last Summer",False,1960,Female,White,Straight,Jewish,20
Hermione Baddeley,ACTRESS IN A SUPPORTING ROLE,Room at the Top,False,1960,Female,White,Straight,Na,50
Susan Kohner,ACTRESS IN A SUPPORTING ROLE,Imitation of Life,False,1960,Female,White,Straight,Na,20
Juanita Moore,ACTRESS IN A SUPPORTING ROLE,Imitation of Life,False,1960,Female,Black,Na,Na,30
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,Pillow Talk,False,1960,Female,White,Straight,Na,50
Shelley Winters,ACTRESS IN A SUPPORTING ROLE,The Diary of Anne Frank,True,1960,Female,White,Straight,Jewish,30
William Wyler,DIRECTING,Ben-Hur,True,1960,Male,White,Straight,Na,50
George Stevens,DIRECTING,The Diary of Anne Frank,False,1960,Male,White,Straight,Na,50
Fred Zinnemann,DIRECTING,The Nun's Story,False,1960,Male,White,Straight,Jewish,50
Jack Clayton,DIRECTING,Room at the Top,False,1960,Male,White,Straight,Na,30
Billy Wilder,DIRECTING,Some Like It Hot,False,1960,Male,White,Straight,Jewish,50
Trevor Howard,ACTOR,Sons and Lovers,False,1961,Male,White,Straight,Na,40
Burt Lancaster,ACTOR,Elmer Gantry,True,1961,Male,White,Straight,Protestant,40
Jack Lemmon,ACTOR,The Apartment,False,1961,Male,White,Straight,Roman Catholic,30
Laurence Olivier,ACTOR,The Entertainer,False,1961,Male,White,Bisexual,Na,50
Spencer Tracy,ACTOR,Inherit the Wind,False,1961,Male,White,Straight,Roman Catholic,60
Peter Falk,ACTOR IN A SUPPORTING ROLE,"Murder, Inc.",False,1961,Male,White,Straight,Jewish,30
Jack Kruschen,ACTOR IN A SUPPORTING ROLE,The Apartment,False,1961,Male,White,Straight,Na,30
Sal Mineo,ACTOR IN A SUPPORTING ROLE,Exodus,False,1961,Male,White,Bisexual,Roman Catholic,20
Peter Ustinov,ACTOR IN A SUPPORTING ROLE,Spartacus,True,1961,Male,White,Straight,Na,30
Chill Wills,ACTOR IN A SUPPORTING ROLE,The Alamo,False,1961,Male,White,Straight,Na,50
Greer Garson,ACTRESS,Sunrise at Campobello,False,1961,Female,White,Straight,Na,50
Deborah Kerr,ACTRESS,The Sundowners,False,1961,Female,White,Straight,Na,30
Shirley MacLaine,ACTRESS,The Apartment,False,1961,Female,White,Straight,Baptist,20
Melina Mercouri,ACTRESS,Never on Sunday,False,1961,Female,White,Straight,Na,40
Elizabeth Taylor,ACTRESS,Butterfield 8,True,1961,Female,White,Straight,Jewish,20
Glynis Johns,ACTRESS IN A SUPPORTING ROLE,The Sundowners,False,1961,Female,White,Straight,Na,30
Shirley Jones,ACTRESS IN A SUPPORTING ROLE,Elmer Gantry,True,1961,Female,White,Straight,Methodist,20
Shirley Knight,ACTRESS IN A SUPPORTING ROLE,The Dark at the Top of the Stairs,False,1961,Female,White,Straight,Na,20
Janet Leigh,ACTRESS IN A SUPPORTING ROLE,Psycho,False,1961,Female,White,Straight,Na,30
Mary Ure,ACTRESS IN A SUPPORTING ROLE,Sons and Lovers,False,1961,Female,White,Straight,Na,20
Billy Wilder,DIRECTING,The Apartment,True,1961,Male,White,Straight,Jewish,50
Jules Dassin,DIRECTING,Never on Sunday,False,1961,Male,White,Straight,Jewish,40
Alfred Hitchcock,DIRECTING,Psycho,False,1961,Male,White,Straight,Roman Catholic,60
Jack Cardiff,DIRECTING,Sons and Lovers,False,1961,Male,White,Straight,Na,40
Fred Zinnemann,DIRECTING,The Sundowners,False,1961,Male,White,Straight,Jewish,50
Charles Boyer,ACTOR,Fanny,False,1962,Male,White,Straight,Roman Catholic,60
Paul Newman,ACTOR,The Hustler,False,1962,Male,White,Straight,Jewish,30
Maximilian Schell,ACTOR,Judgment at Nuremberg,True,1962,Male,White,Straight,Na,30
Spencer Tracy,ACTOR,Judgment at Nuremberg,False,1962,Male,White,Straight,Roman Catholic,60
Stuart Whitman,ACTOR,The Mark,False,1962,Male,White,Straight,Na,30
George Chakiris,ACTOR IN A SUPPORTING ROLE,West Side Story,True,1962,Male,White,Gay,Na,20
Montgomery Clift,ACTOR IN A SUPPORTING ROLE,Judgment at Nuremberg,False,1962,Male,White,Gay,Na,40
Peter Falk,ACTOR IN A SUPPORTING ROLE,Pocketful of Miracles,False,1962,Male,White,Straight,Jewish,30
Jackie Gleason,ACTOR IN A SUPPORTING ROLE,The Hustler,False,1962,Male,White,Straight,Roman Catholic,40
George C. Scott,ACTOR IN A SUPPORTING ROLE,The Hustler,False,1962,Male,White,Straight,Na,30
Audrey Hepburn,ACTRESS,Breakfast at Tiffany's,False,1962,Female,White,Straight,Christian Science,30
Piper Laurie,ACTRESS,The Hustler,False,1962,Female,White,Straight,Jewish,30
Sophia Loren,ACTRESS,Two Women,True,1962,Female,White,Straight,Roman Catholic,20
Geraldine Page,ACTRESS,Summer and Smoke,False,1962,Female,White,Straight,Na,30
Natalie Wood,ACTRESS,Splendor in the Grass,False,1962,Female,White,Straight,Russian Orthodox,20
Fay Bainter,ACTRESS IN A SUPPORTING ROLE,The Children's Hour,False,1962,Female,White,Straight,Na,70
Judy Garland,ACTRESS IN A SUPPORTING ROLE,Judgment at Nuremberg,False,1962,Female,White,Straight,Anglican/Episcopalian,30
Lotte Lenya,ACTRESS IN A SUPPORTING ROLE,The Roman Spring of Mrs. Stone,False,1962,Female,White,Straight,Roman Catholic,60
Una Merkel,ACTRESS IN A SUPPORTING ROLE,Summer and Smoke,False,1962,Female,White,Straight,Na,50
Rita Moreno,ACTRESS IN A SUPPORTING ROLE,West Side Story,True,1962,Female,Hispanic,Straight,Na,30
J. Lee Thompson,DIRECTING,The Guns of Navarone,False,1962,Male,White,Straight,Na,40
Robert Rossen,DIRECTING,The Hustler,False,1962,Male,White,Straight,Jewish,50
Stanley Kramer,DIRECTING,Judgment at Nuremberg,False,1962,Male,White,Straight,Jewish,40
Federico Fellini,DIRECTING,La Dolce Vita,False,1962,Male,White,Straight,Na,40
Jerome Robbins,DIRECTING,West Side Story,True,1962,Male,White,Gay,Jewish,40
Robert Wise,DIRECTING,West Side Story,True,1962,Male,White,Straight,Na,40
Burt Lancaster,ACTOR,Birdman of Alcatraz,False,1963,Male,White,Straight,Protestant,40
Jack Lemmon,ACTOR,Days of Wine and Roses,False,1963,Male,White,Straight,Roman Catholic,30
Marcello Mastroianni,ACTOR,Divorce--Italian Style,False,1963,Male,White,Straight,Na,30
Peter O'Toole,ACTOR,Lawrence of Arabia,False,1963,Male,White,Straight,Roman Catholic,30
Gregory Peck,ACTOR,To Kill a Mockingbird,True,1963,Male,White,Straight,Roman Catholic,40
"Ed Begley, Sr.",ACTOR IN A SUPPORTING ROLE,Sweet Bird of Youth,True,1963,Male,White,Straight,Na,60
Victor Buono,ACTOR IN A SUPPORTING ROLE,What Ever Happened to Baby Jane?,False,1963,Male,White,Gay,Na,20
Telly Savalas,ACTOR IN A SUPPORTING ROLE,Birdman of Alcatraz,False,1963,Male,White,Straight,Na,40
Omar Sharif,ACTOR IN A SUPPORTING ROLE,Lawrence of Arabia,False,1963,Male,Middle Eastern,Straight,Muslim,30
Terence Stamp,ACTOR IN A SUPPORTING ROLE,Billy Budd,False,1963,Male,White,Straight,Na,20
Anne Bancroft,ACTRESS,The Miracle Worker,True,1963,Female,White,Straight,Roman Catholic,30
Bette Davis,ACTRESS,What Ever Happened to Baby Jane?,False,1963,Female,White,Straight,Na,50
Katharine Hepburn,ACTRESS,Long Day's Journey into Night,False,1963,Female,White,Bisexual,Atheist,50
Geraldine Page,ACTRESS,Sweet Bird of Youth,False,1963,Female,White,Straight,Na,30
Lee Remick,ACTRESS,Days of Wine and Roses,False,1963,Female,White,Straight,Na,20
Mary Badham,ACTRESS IN A SUPPORTING ROLE,To Kill a Mockingbird,False,1963,Female,White,Straight,Na,10
Patty Duke,ACTRESS IN A SUPPORTING ROLE,The Miracle Worker,True,1963,Female,White,Straight,Roman Catholic,10
Shirley Knight,ACTRESS IN A SUPPORTING ROLE,Sweet Bird of Youth,False,1963,Female,White,Straight,Na,20
Angela Lansbury,ACTRESS IN A SUPPORTING ROLE,The Manchurian Candidate,False,1963,Female,White,Straight,Na,30
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,Birdman of Alcatraz,False,1963,Female,White,Straight,Na,50
Frank Perry,DIRECTING,David and Lisa,False,1963,Male,White,Straight,Na,30
Pietro Germi,DIRECTING,Divorce--Italian Style,False,1963,Male,White,Straight,Na,40
David Lean,DIRECTING,Lawrence of Arabia,True,1963,Male,White,Straight,Na,50
Arthur Penn,DIRECTING,The Miracle Worker,False,1963,Male,White,Straight,Na,40
Robert Mulligan,DIRECTING,To Kill a Mockingbird,False,1963,Male,White,Straight,Na,30
Albert Finney,ACTOR,Tom Jones,False,1964,Male,White,Straight,Na,20
Richard Harris,ACTOR,This Sporting Life,False,1964,Male,White,Straight,Na,30
Rex Harrison,ACTOR,Cleopatra,False,1964,Male,White,Straight,Na,50
Paul Newman,ACTOR,Hud,False,1964,Male,White,Straight,Jewish,30
Sidney Poitier,ACTOR,Lilies of the Field,True,1964,Male,Black,Straight,Deist,30
Nick Adams,ACTOR IN A SUPPORTING ROLE,Twilight of Honor,False,1964,Male,White,Straight,Na,30
Bobby Darin,ACTOR IN A SUPPORTING ROLE,"Captain Newman, M.D.",False,1964,Male,White,Straight,Na,20
Melvyn Douglas,ACTOR IN A SUPPORTING ROLE,Hud,True,1964,Male,White,Straight,Jewish,60
Hugh Griffith,ACTOR IN A SUPPORTING ROLE,Tom Jones,False,1964,Male,White,Na,Na,50
John Huston,ACTOR IN A SUPPORTING ROLE,The Cardinal,False,1964,Male,White,Straight,Agnostic,50
Leslie Caron,ACTRESS,The L-Shaped Room,False,1964,Female,White,Straight,Na,30
Shirley MacLaine,ACTRESS,Irma La Douce,False,1964,Female,White,Straight,Baptist,20
Patricia Neal,ACTRESS,Hud,True,1964,Female,White,Straight,Roman Catholic,30
Rachel Roberts,ACTRESS,This Sporting Life,False,1964,Female,White,Straight,Baptist,30
Natalie Wood,ACTRESS,Love with the Proper Stranger,False,1964,Female,White,Straight,Russian Orthodox,20
Diane Cilento,ACTRESS IN A SUPPORTING ROLE,Tom Jones,False,1964,Female,White,Straight,Na,30
Dame Edith Evans,ACTRESS IN A SUPPORTING ROLE,Tom Jones,False,1964,Female,White,Straight,Christian Science,70
Joyce Redman,ACTRESS IN A SUPPORTING ROLE,Tom Jones,False,1964,Female,White,Straight,Protestant,40
Margaret Rutherford,ACTRESS IN A SUPPORTING ROLE,The V.I.P.s,True,1964,Female,White,Straight,Na,70
Lilia Skala,ACTRESS IN A SUPPORTING ROLE,Lilies of the Field,False,1964,Female,White,Straight,Na,60
Elia Kazan,DIRECTING,America America,False,1964,Male,White,Straight,Na,50
Otto Preminger,DIRECTING,The Cardinal,False,1964,Male,White,Straight,Jewish,50
Federico Fellini,DIRECTING,Federico Fellini's 8-1/2,False,1964,Male,White,Straight,Na,40
Martin Ritt,DIRECTING,Hud,False,1964,Male,White,Na,Jewish,40
Tony Richardson,DIRECTING,Tom Jones,True,1964,Male,White,Bisexual,Na,30
Richard Burton,ACTOR,Becket,False,1965,Male,White,Bisexual,Presbyterian,30
Rex Harrison,ACTOR,My Fair Lady,True,1965,Male,White,Straight,Na,50
Peter O'Toole,ACTOR,Becket,False,1965,Male,White,Straight,Roman Catholic,30
Anthony Quinn,ACTOR,Zorba the Greek,False,1965,Male,Hispanic,Straight,Na,40
Peter Sellers,ACTOR,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,1965,Male,White,Straight,Jewish,30
John Gielgud,ACTOR IN A SUPPORTING ROLE,Becket,False,1965,Male,White,Gay,Na,60
Stanley Holloway,ACTOR IN A SUPPORTING ROLE,My Fair Lady,False,1965,Male,White,Straight,Na,70
Edmond O'Brien,ACTOR IN A SUPPORTING ROLE,Seven Days in May,False,1965,Male,White,Straight,Roman Catholic,40
Lee Tracy,ACTOR IN A SUPPORTING ROLE,The Best Man,False,1965,Male,White,Na,Na,60
Peter Ustinov,ACTOR IN A SUPPORTING ROLE,Topkapi,True,1965,Male,White,Straight,Na,40
Julie Andrews,ACTRESS,Mary Poppins,True,1965,Female,White,Straight,Na,20
Anne Bancroft,ACTRESS,The Pumpkin Eater,False,1965,Female,White,Straight,Roman Catholic,30
Sophia Loren,ACTRESS,Marriage Italian Style,False,1965,Female,White,Straight,Roman Catholic,30
Debbie Reynolds,ACTRESS,The Unsinkable Molly Brown,False,1965,Female,White,Straight,Baptist,30
Kim Stanley,ACTRESS,Seance on a Wet Afternoon,False,1965,Female,White,Straight,Na,40
Gladys Cooper,ACTRESS IN A SUPPORTING ROLE,My Fair Lady,False,1965,Female,White,Straight,Na,70
Dame Edith Evans,ACTRESS IN A SUPPORTING ROLE,The Chalk Garden,False,1965,Female,White,Straight,Christian Science,70
Grayson Hall,ACTRESS IN A SUPPORTING ROLE,The Night of the Iguana,False,1965,Female,White,Straight,Na,40
Lila Kedrova,ACTRESS IN A SUPPORTING ROLE,Zorba the Greek,True,1965,Female,White,Straight,Na,40
Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE,"Hush...Hush, Sweet Charlotte",False,1965,Female,White,Matter of Dispute,Presbyterian,60
Peter Glenville,DIRECTING,Becket,False,1965,Male,White,Gay,Na,50
Stanley Kubrick,DIRECTING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,1965,Male,White,Straight,Jewish,30
Robert Stevenson,DIRECTING,Mary Poppins,False,1965,Male,White,Straight,Na,50
George Cukor,DIRECTING,My Fair Lady,True,1965,Male,White,Gay,Na,60
Michael Cacoyannis,DIRECTING,Zorba the Greek,False,1965,Male,White,Na,Na,40
Richard Burton,ACTOR,The Spy Who Came In from the Cold,False,1966,Male,White,Bisexual,Presbyterian,40
Lee Marvin,ACTOR,Cat Ballou,True,1966,Male,White,Straight,Na,40
Laurence Olivier,ACTOR,Othello,False,1966,Male,White,Bisexual,Na,50
Rod Steiger,ACTOR,The Pawnbroker,False,1966,Male,White,Straight,Lutheran,40
Oskar Werner,ACTOR,Ship of Fools,False,1966,Male,White,Straight,Na,40
Martin Balsam,ACTOR IN A SUPPORTING ROLE,A Thousand Clowns,True,1966,Male,White,Straight,Na,40
Ian Bannen,ACTOR IN A SUPPORTING ROLE,The Flight of the Phoenix,False,1966,Male,White,Straight,Na,30
Tom Courtenay,ACTOR IN A SUPPORTING ROLE,Doctor Zhivago,False,1966,Male,White,Straight,Na,20
Michael Dunn,ACTOR IN A SUPPORTING ROLE,Ship of Fools,False,1966,Male,White,Straight,Na,30
Frank Finlay,ACTOR IN A SUPPORTING ROLE,Othello,False,1966,Male,White,Straight,Roman Catholic,30
Julie Andrews,ACTRESS,The Sound of Music,False,1966,Female,White,Straight,Na,30
Julie Christie,ACTRESS,Darling,True,1966,Female,White,Straight,Na,20
Samantha Eggar,ACTRESS,The Collector,False,1966,Female,White,Straight,Na,20
Elizabeth Hartman,ACTRESS,A Patch of Blue,False,1966,Female,White,Straight,Na,20
Simone Signoret,ACTRESS,Ship of Fools,False,1966,Female,White,Straight,Na,40
Ruth Gordon,ACTRESS IN A SUPPORTING ROLE,Inside Daisy Clover,False,1966,Female,White,Straight,Na,60
Joyce Redman,ACTRESS IN A SUPPORTING ROLE,Othello,False,1966,Female,White,Straight,Protestant,50
Maggie Smith,ACTRESS IN A SUPPORTING ROLE,Othello,False,1966,Female,White,Straight,Na,30
Shelley Winters,ACTRESS IN A SUPPORTING ROLE,A Patch of Blue,True,1966,Female,White,Straight,Jewish,40
Peggy Wood,ACTRESS IN A SUPPORTING ROLE,The Sound of Music,False,1966,Female,White,Straight,Na,70
William Wyler,DIRECTING,The Collector,False,1966,Male,White,Straight,Na,60
John Schlesinger,DIRECTING,Darling,False,1966,Male,White,Gay,Na,40
David Lean,DIRECTING,Doctor Zhivago,False,1966,Male,White,Straight,Na,50
Robert Wise,DIRECTING,The Sound of Music,True,1966,Male,White,Straight,Na,50
Hiroshi Teshigahara,DIRECTING,Woman in the Dunes,False,1966,Male,Asian,Straight,Na,30
Alan Arkin,ACTOR,The Russians Are Coming The Russians Are Coming,False,1967,Male,White,Straight,Jewish,30
Richard Burton,ACTOR,Who's Afraid of Virginia Woolf?,False,1967,Male,White,Bisexual,Presbyterian,40
Michael Caine,ACTOR,Alfie,False,1967,Male,White,Straight,Na,30
Steve McQueen,ACTOR,The Sand Pebbles,False,1967,Male,White,Straight,Born-Again Christian,30
Paul Scofield,ACTOR,A Man for All Seasons,True,1967,Male,White,Straight,Na,40
Mako,ACTOR IN A SUPPORTING ROLE,The Sand Pebbles,False,1967,Male,Asian,Straight,Na,30
James Mason,ACTOR IN A SUPPORTING ROLE,Georgy Girl,False,1967,Male,White,Straight,Na,50
Walter Matthau,ACTOR IN A SUPPORTING ROLE,The Fortune Cookie,True,1967,Male,White,Straight,Jewish,40
George Segal,ACTOR IN A SUPPORTING ROLE,Who's Afraid of Virginia Woolf?,False,1967,Male,White,Straight,Jewish,30
Robert Shaw,ACTOR IN A SUPPORTING ROLE,A Man for All Seasons,False,1967,Male,White,Straight,Na,30
Anouk Aimee,ACTRESS,A Man and a Woman,False,1967,Female,White,Straight,Na,30
Ida Kaminska,ACTRESS,The Shop on Main Street,False,1967,Female,White,Straight,Na,60
Lynn Redgrave,ACTRESS,Georgy Girl,False,1967,Female,White,Straight,Na,20
Vanessa Redgrave,ACTRESS,Morgan!,False,1967,Female,White,Straight,Na,30
Elizabeth Taylor,ACTRESS,Who's Afraid of Virginia Woolf?,True,1967,Female,White,Straight,Jewish,30
Sandy Dennis,ACTRESS IN A SUPPORTING ROLE,Who's Afraid of Virginia Woolf?,True,1967,Female,White,Bisexual,Na,20
Wendy Hiller,ACTRESS IN A SUPPORTING ROLE,A Man for All Seasons,False,1967,Female,White,Straight,Na,50
Jocelyne Lagarde,ACTRESS IN A SUPPORTING ROLE,Hawaii,False,1967,Female,Na,Na,Na,40
Vivien Merchant,ACTRESS IN A SUPPORTING ROLE,Alfie,False,1967,Female,White,Straight,Na,30
Geraldine Page,ACTRESS IN A SUPPORTING ROLE,You're a Big Boy Now,False,1967,Female,White,Straight,Na,40
Michelangelo Antonioni,DIRECTING,Blow-Up,False,1967,Male,White,Straight,Na,50
Claude Lelouch,DIRECTING,A Man and a Woman,False,1967,Male,White,Straight,Na,20
